id,no_sapi,rpf,perilaku,ib_ke,jarak_ib,laktasi,ib,pkb,anggota_id,created_at,updated_at
924,220/XII/AK,5,5,2,18,3,2011-12-19,2012-03-20,742,2011-12-19 17:30:50.000000,2012-03-20 17:30:50.000000
925,220/XII/AK,6,1,4,41,5,2012-07-17,2012-10-17,742,2012-07-17 17:30:50.000000,2012-10-17 17:30:50.000000
926,220/XII/AL,1,4,3,90,4,2013-04-16,2013-07-17,1436,2013-04-16 17:30:50.000000,2013-07-17 17:30:50.000000
927,221/VI/AO,5,5,3,18,2,2013-08-25,2013-11-25,897,2013-08-25 17:30:50.000000,2013-11-25 17:30:50.000000
928,221/VII/AI,10,1,2,30,4,2010-10-06,2011-01-04,917,2010-10-06 17:30:50.000000,2011-01-04 17:30:50.000000
929,221/VII/AI,3,2,2,30,5,2010-12-14,2011-03-16,660,2010-12-14 17:30:50.000000,2011-03-16 17:30:50.000000
930,222/VI/AP,1,5,2,23,2,2014-07-21,2014-10-21,133,2014-07-21 17:30:50.000000,2014-10-21 17:30:50.000000
931,222/XII/AH,1,3,2,22,2,2012-07-17,2012-10-17,1439,2012-07-17 17:30:50.000000,2012-10-17 17:30:50.000000
932,222/XII/AH,5,2,4,54,3,2012-10-24,2013-01-24,1439,2012-10-24 17:30:50.000000,2013-01-24 17:30:50.000000
933,222/XII/AK,7,3,2,84,2,2013-04-13,2013-07-14,1412,2013-04-13 17:30:50.000000,2013-07-14 17:30:50.000000
934,223/VIII/AL,7,3,2,48,2,2011-04-24,2011-07-25,557,2011-04-24 17:30:50.000000,2011-07-25 17:30:50.000000
935,223/X/AK,6,1,3,58,4,2013-05-16,2013-08-16,1112,2013-05-16 17:30:50.000000,2013-08-16 17:30:50.000000
936,223/XII/AL,2,2,2,28,2,2011-10-19,2012-01-19,1429,2011-10-19 17:30:50.000000,2012-01-19 17:30:50.000000
937,223/XII/AL,6,4,2,28,2,2012-03-13,2012-06-13,1428,2012-03-13 17:30:50.000000,2012-06-13 17:30:50.000000
938,224/VII/AD,2,1,4,37,5,2010-09-14,2010-12-15,619,2010-09-14 17:30:50.000000,2010-12-15 17:30:50.000000
939,224/XI/AJ,9,3,3,40,1,2010-09-18,2010-12-19,144,2010-09-18 17:30:50.000000,2010-12-19 17:30:50.000000
940,225/VIII/AJ,3,2,2,20,2,2011-06-21,2011-09-21,602,2011-06-21 17:30:50.000000,2011-09-21 17:30:50.000000
941,225/VIII/AO,5,2,2,42,1,2013-09-23,2013-12-24,1132,2013-09-23 17:30:50.000000,2013-12-24 17:30:50.000000
942,226/VI/AO,1,1,2,40,4,2014-12-30,2015-04-01,136,2014-12-30 17:30:50.000000,2015-04-01 17:30:50.000000
943,226/VII/AI,2,2,2,28,1,2013-11-19,2014-02-19,839,2013-11-19 17:30:50.000000,2014-02-19 17:30:50.000000
944,226/X/AM,3,4,3,34,1,2012-10-22,2013-01-22,1172,2012-10-22 17:30:50.000000,2013-01-22 17:30:50.000000
945,226/XII/AK,4,5,2,39,1,2012-03-19,2012-06-19,467,2012-03-19 17:30:50.000000,2012-06-19 17:30:50.000000
946,227/IX/AH,10,4,2,60,5,2013-06-20,2013-09-20,303,2013-06-20 17:30:50.000000,2013-09-20 17:30:50.000000
947,227/XII/AJ,6,1,2,55,4,2011-07-13,2011-10-13,32,2011-07-13 17:30:50.000000,2011-10-13 17:30:50.000000
948,228/VI/AQ,3,2,2,20,2,2015-07-08,2015-10-08,110,2015-07-08 17:30:50.000000,2015-10-08 17:30:50.000000
949,228/VIII/AO,5,5,2,21,2,2014-09-17,2014-12-18,1292,2014-09-17 17:30:50.000000,2014-12-18 17:30:50.000000
950,229/IX/AP,1,1,2,17,2,2014-10-13,2015-01-13,1342,2014-10-13 17:30:50.000000,2015-01-13 17:30:50.000000
951,229/VII/AG,8,3,2,71,4,2011-04-24,2011-07-25,558,2011-04-24 17:30:50.000000,2011-07-25 17:30:50.000000
952,229/VII/AP,1,2,2,84,4,2014-09-25,2014-12-26,1045,2014-09-25 17:30:50.000000,2014-12-26 17:30:50.000000
953,229/X/AJ,7,1,4,33,3,2014-09-24,2014-12-25,1163,2014-09-24 17:30:50.000000,2014-12-25 17:30:50.000000
954,23/I/AL,7,1,2,53,3,2011-04-02,2011-07-03,448,2011-04-02 17:30:50.000000,2011-07-03 17:30:50.000000
955,23/I/AL,8,2,2,53,4,2012-02-07,2012-05-09,464,2012-02-07 17:30:50.000000,2012-05-09 17:30:50.000000
956,23/I/AL,8,1,2,53,2,2012-07-25,2012-10-25,1478,2012-07-25 17:30:50.000000,2012-10-25 17:30:50.000000
957,23/II/AJ,5,2,3,53,5,2011-07-24,2011-10-24,456,2011-07-24 17:30:50.000000,2011-10-24 17:30:50.000000
958,23/II/AM,7,1,2,154,2,2011-07-21,2011-10-21,1183,2011-07-21 17:30:50.000000,2011-10-21 17:30:50.000000
959,231/V/AI,7,2,4,28,2,2014-09-24,2014-12-25,415,2014-09-24 17:30:50.000000,2014-12-25 17:30:50.000000
960,231/VIII/AL,7,1,2,49,5,2010-12-13,2011-03-15,687,2010-12-13 17:30:50.000000,2011-03-15 17:30:50.000000
961,231/XI/AG,6,5,2,58,1,2013-07-23,2013-10-23,309,2013-07-23 17:30:50.000000,2013-10-23 17:30:50.000000
962,232/VII/AD,10,4,4,45,3,2010-12-17,2011-03-19,811,2010-12-17 17:30:50.000000,2011-03-19 17:30:50.000000
963,232/VIII/AK,2,2,2,38,1,2010-11-30,2011-03-02,795,2010-11-30 17:30:50.000000,2011-03-02 17:30:50.000000
964,232/VIII/AK,6,3,2,38,3,2014-08-17,2014-11-17,1113,2014-08-17 17:30:50.000000,2014-11-17 17:30:50.000000
965,232/VIII/AL,3,2,2,28,4,2010-09-12,2010-12-13,1125,2010-09-12 17:30:50.000000,2010-12-13 17:30:50.000000
966,232/XI/AK,3,2,2,34,1,2015-07-24,2015-10-24,429,2015-07-24 17:30:50.000000,2015-10-24 17:30:50.000000
967,233/VI/AQ,8,5,2,39,3,2015-07-29,2015-10-29,143,2015-07-29 17:30:50.000000,2015-10-29 17:30:50.000000
968,233/VIII/AM,4,4,4,64,3,2013-07-23,2013-10-23,1360,2013-07-23 17:30:50.000000,2013-10-23 17:30:50.000000
969,233/X/AL,2,4,3,47,3,2014-11-24,2015-02-24,1223,2014-11-24 17:30:50.000000,2015-02-24 17:30:50.000000
970,234/IX/AK,6,4,2,28,1,2013-07-24,2013-10-24,119,2013-07-24 17:30:50.000000,2013-10-24 17:30:50.000000
971,234/V/AG,5,4,2,105,1,2013-07-17,2013-10-17,1184,2013-07-17 17:30:50.000000,2013-10-17 17:30:50.000000
972,234/VII/AM,2,1,2,20,3,2012-03-13,2012-06-13,1431,2012-03-13 17:30:50.000000,2012-06-13 17:30:50.000000
973,234/VII/AP,10,5,2,17,3,2014-07-22,2014-10-22,1023,2014-07-22 17:30:50.000000,2014-10-22 17:30:50.000000
974,234/XII/AK,10,3,2,70,3,2012-03-21,2012-06-21,1192,2012-03-21 17:30:50.000000,2012-06-21 17:30:50.000000
975,236/VII/AK,2,4,2,20,5,2012-05-25,2012-08-25,828,2012-05-25 17:30:50.000000,2012-08-25 17:30:50.000000
976,236/VII/AP,9,5,2,11,4,2014-07-18,2014-10-18,30,2014-07-18 17:30:50.000000,2014-10-18 17:30:50.000000
977,237/VIII/AM,10,3,2,44,2,2014-09-21,2014-12-22,1365,2014-09-21 17:30:50.000000,2014-12-22 17:30:50.000000
978,237/VIII/AM,9,1,3,45,1,2013-05-20,2013-08-20,1364,2013-05-20 17:30:50.000000,2013-08-20 17:30:50.000000
979,237/VIII/AM,7,1,3,45,4,2014-10-17,2015-01-17,1366,2014-10-17 17:30:50.000000,2015-01-17 17:30:50.000000
980,237/X/AM,1,5,3,86,4,2013-11-23,2014-02-23,958,2013-11-23 17:30:50.000000,2014-02-23 17:30:50.000000
981,237/XI/AJ,2,5,2,77,2,2014-12-30,2015-04-01,335,2014-12-30 17:30:50.000000,2015-04-01 17:30:50.000000
982,237/XI/AL,2,3,2,19,5,2014-11-22,2015-02-22,931,2014-11-22 17:30:50.000000,2015-02-22 17:30:50.000000
983,237/XII/AL,3,5,2,98,1,2012-05-19,2012-08-19,1015,2012-05-19 17:30:50.000000,2012-08-19 17:30:50.000000
984,237/XII/AN,4,5,4,62,3,2013-07-22,2013-10-22,1185,2013-07-22 17:30:50.000000,2013-10-22 17:30:50.000000
985,238/VIII/AD,4,1,2,41,2,2011-04-23,2011-07-24,621,2011-04-23 17:30:50.000000,2011-07-24 17:30:50.000000
986,238/VIII/AL,1,5,2,18,2,2010-09-06,2010-12-07,641,2010-09-06 17:30:50.000000,2010-12-07 17:30:50.000000
987,238/XII/AL,5,3,2,90,4,2012-09-10,2012-12-11,131,2012-09-10 17:30:50.000000,2012-12-11 17:30:50.000000
988,24/I/AG,4,5,4,86,4,2012-12-25,2013-03-27,1091,2012-12-25 17:30:50.000000,2013-03-27 17:30:50.000000
989,24/I/AK,8,3,3,23,2,2013-06-15,2013-09-15,546,2013-06-15 17:30:50.000000,2013-09-15 17:30:50.000000
990,24/II/AL,10,3,2,40,5,2013-02-16,2013-05-19,1416,2013-02-16 17:30:50.000000,2013-05-19 17:30:50.000000
991,24/II/AL,9,5,2,40,5,2014-09-25,2014-12-26,724,2014-09-25 17:30:50.000000,2014-12-26 17:30:50.000000
992,24/II/AL,10,4,3,65,4,2013-04-22,2013-07-23,1445,2013-04-22 17:30:50.000000,2013-07-23 17:30:50.000000
993,24/III/AN,5,3,2,52,2,2012-04-22,2012-07-23,531,2012-04-22 17:30:50.000000,2012-07-23 17:30:50.000000
994,24/IX/AK,9,5,3,55,5,2012-05-21,2012-08-21,82,2012-05-21 17:30:50.000000,2012-08-21 17:30:50.000000
995,24/VI/AI,2,2,3,42,3,2010-11-15,2011-02-15,158,2010-11-15 17:30:50.000000,2011-02-15 17:30:50.000000
996,24/VIII/AL,9,4,2,43,5,2013-08-21,2013-11-21,967,2013-08-21 17:30:50.000000,2013-11-21 17:30:50.000000
997,240/XII/AJ,5,2,2,82,4,2013-08-24,2013-11-24,179,2013-08-24 17:30:50.000000,2013-11-24 17:30:50.000000
998,241/VI/AI,9,4,2,50,1,2012-05-24,2012-08-24,785,2012-05-24 17:30:50.000000,2012-08-24 17:30:50.000000
999,241/XI/AJ,5,3,2,107,1,2012-07-25,2012-10-25,1224,2012-07-25 17:30:50.000000,2012-10-25 17:30:50.000000
1000,242/VI/AQ,8,5,2,38,4,2015-08-04,2015-11-04,146,2015-08-04 17:30:50.000000,2015-11-04 17:30:50.000000
1001,242/VII/AI,5,2,3,44,5,2012-11-19,2013-02-19,635,2012-11-19 17:30:50.000000,2013-02-19 17:30:50.000000
1002,242/VIII/AM,9,5,2,19,3,2011-08-24,2011-11-24,838,2011-08-24 17:30:50.000000,2011-11-24 17:30:50.000000
1003,243/VI/AQ,8,4,2,73,3,2015-08-08,2015-11-08,23,2015-08-08 17:30:50.000000,2015-11-08 17:30:50.000000
1004,243/VIII/AI,6,5,3,23,4,2010-09-02,2010-12-03,814,2010-09-02 17:30:50.000000,2010-12-03 17:30:50.000000
1005,243/VIII/AK,9,2,2,43,5,2013-11-19,2014-02-19,786,2013-11-19 17:30:50.000000,2014-02-19 17:30:50.000000
1006,244/VIII/AM,1,5,3,19,4,2013-05-20,2013-08-20,1360,2013-05-20 17:30:50.000000,2013-08-20 17:30:50.000000
1007,244/X/AM,2,5,2,38,3,2013-06-15,2013-09-15,130,2013-06-15 17:30:50.000000,2013-09-15 17:30:50.000000
1008,245/V/AM,3,2,2,38,5,2012-07-25,2012-10-25,379,2012-07-25 17:30:50.000000,2012-10-25 17:30:50.000000
1009,245/VIII/AQ,2,4,2,22,4,2015-09-19,2015-12-20,775,2015-09-19 17:30:50.000000,2015-12-20 17:30:50.000000
1010,245/XI/AC,5,5,2,19,1,2013-05-26,2013-08-26,138,2013-05-26 17:30:50.000000,2013-08-26 17:30:50.000000
1011,246/VI/AQ,3,4,2,47,5,2015-08-14,2015-11-14,27,2015-08-14 17:30:50.000000,2015-11-14 17:30:50.000000
1012,246/XI/AI,2,2,2,36,5,2011-06-13,2011-09-13,60,2011-06-13 17:30:50.000000,2011-09-13 17:30:50.000000
1013,247/VII/AK,7,2,4,31,1,2010-09-09,2010-12-10,821,2010-09-09 17:30:50.000000,2010-12-10 17:30:50.000000
1014,247/XI/AM,6,2,2,32,3,2013-09-23,2013-12-24,833,2013-09-23 17:30:50.000000,2013-12-24 17:30:50.000000
1015,248/IX/AO,9,4,2,28,2,2015-04-21,2015-07-22,1371,2015-04-21 17:30:50.000000,2015-07-22 17:30:50.000000
1016,248/VIII/AJ,5,2,2,85,2,2010-08-26,2010-11-26,902,2010-08-26 17:30:50.000000,2010-11-26 17:30:50.000000
1017,25/I/AL,2,1,2,24,4,2011-09-18,2011-12-19,1031,2011-09-18 17:30:50.000000,2011-12-19 17:30:50.000000
1018,25/I/AQ,4,4,3,45,2,2015-09-22,2015-12-23,125,2015-09-22 17:30:50.000000,2015-12-23 17:30:50.000000
1019,25/II/AF,5,4,2,85,2,2012-03-28,2012-06-28,48,2012-03-28 17:30:50.000000,2012-06-28 17:30:50.000000
1020,25/II/AL,4,5,3,27,4,2015-08-25,2015-11-25,434,2015-08-25 17:30:50.000000,2015-11-25 17:30:50.000000
1021,25/II/AM,1,2,3,51,2,2011-05-23,2011-08-23,664,2011-05-23 17:30:50.000000,2011-08-23 17:30:50.000000
1022,25/II/AP,9,3,2,21,5,2014-02-22,2014-05-25,776,2014-02-22 17:30:50.000000,2014-05-25 17:30:50.000000
1023,25/III/AG,4,2,2,57,2,2010-09-17,2010-12-18,3,2010-09-17 17:30:50.000000,2010-12-18 17:30:50.000000
1024,25/IX/AG,10,4,2,19,2,2010-11-22,2011-02-22,199,2010-11-22 17:30:50.000000,2011-02-22 17:30:50.000000
1025,25/V/AL,7,2,2,70,5,2012-02-25,2012-05-27,1216,2012-02-25 17:30:50.000000,2012-05-27 17:30:50.000000
1026,25/V/AL,2,4,2,70,2,2012-07-23,2012-10-23,593,2012-07-23 17:30:50.000000,2012-10-23 17:30:50.000000
1027,250/IX/AK,2,2,2,20,1,2010-11-22,2011-02-22,74,2010-11-22 17:30:50.000000,2011-02-22 17:30:50.000000
1028,250/VIII/AO,4,2,3,23,2,2014-01-25,2014-04-27,490,2014-01-25 17:30:50.000000,2014-04-27 17:30:50.000000
1029,250/X/AK,1,4,2,23,1,2010-12-13,2011-03-15,662,2010-12-13 17:30:50.000000,2011-03-15 17:30:50.000000
1030,250/X/AK,3,5,2,23,3,2011-02-23,2011-05-24,794,2011-02-23 17:30:50.000000,2011-05-24 17:30:50.000000
1031,250/XI/AM,8,4,3,62,4,2012-04-26,2012-07-27,93,2012-04-26 17:30:50.000000,2012-07-27 17:30:50.000000
1032,250/XII/AJ,6,3,2,62,3,2010-09-23,2010-12-24,1089,2010-09-23 17:30:50.000000,2010-12-24 17:30:50.000000
1033,251/IV/AL,4,3,2,40,3,2012-11-22,2013-02-22,710,2012-11-22 17:30:50.000000,2013-02-22 17:30:50.000000
1034,251/VII/AJ,7,2,3,61,5,2010-12-13,2011-03-15,822,2010-12-13 17:30:50.000000,2011-03-15 17:30:50.000000
1035,251/VII/AQ,6,4,2,190,2,2015-08-16,2015-11-16,166,2015-08-16 17:30:50.000000,2015-11-16 17:30:50.000000
1036,251/X/AN,2,2,2,17,5,2012-10-25,2013-01-25,1078,2012-10-25 17:30:50.000000,2013-01-25 17:30:50.000000
1037,252/VIII/AL,2,5,4,20,5,2013-10-20,2014-01-20,912,2013-10-20 17:30:50.000000,2014-01-20 17:30:50.000000
1038,255/VIII/AK,10,2,3,254,5,2015-09-20,2015-12-21,774,2015-09-20 17:30:50.000000,2015-12-21 17:30:50.000000
1039,255/XII/AG,4,1,2,16,5,2012-04-23,2012-07-24,285,2012-04-23 17:30:50.000000,2012-07-24 17:30:50.000000
1040,256/XII/AN,6,5,3,79,2,2013-12-28,2014-03-30,1034,2013-12-28 17:30:50.000000,2014-03-30 17:30:50.000000
1041,257/VII/AF,10,1,2,18,2,2012-11-19,2013-02-19,797,2012-11-19 17:30:50.000000,2013-02-19 17:30:50.000000
1042,257/XI/AH,1,5,3,99,5,2012-05-17,2012-08-17,744,2012-05-17 17:30:50.000000,2012-08-17 17:30:50.000000
1043,258/IX/AL,7,4,2,16,4,2010-09-20,2010-12-21,811,2010-09-20 17:30:50.000000,2010-12-21 17:30:50.000000
1044,258/IX/AL,6,5,3,66,5,2013-12-29,2014-03-31,811,2013-12-29 17:30:50.000000,2014-03-31 17:30:50.000000
1045,258/VII/AP,5,1,2,87,2,2014-10-21,2015-01-21,1007,2014-10-21 17:30:50.000000,2015-01-21 17:30:50.000000
1046,259/IX/AL,8,1,2,30,1,2010-11-01,2011-02-01,554,2010-11-01 17:30:50.000000,2011-02-01 17:30:50.000000
1047,259/IX/AL,6,5,2,30,4,2015-06-24,2015-09-24,847,2015-06-24 17:30:50.000000,2015-09-24 17:30:50.000000
1048,259/X/AK,9,3,2,87,1,2012-09-21,2012-12-22,1297,2012-09-21 17:30:50.000000,2012-12-22 17:30:50.000000
1049,259/XII/AK,4,1,2,38,3,2013-04-22,2013-07-23,1410,2013-04-22 17:30:50.000000,2013-07-23 17:30:50.000000
1050,259/XII/AK,4,5,2,38,2,2015-04-05,2015-07-06,504,2015-04-05 17:30:50.000000,2015-07-06 17:30:50.000000
1051,260/IX/AF,6,4,2,19,3,2013-06-18,2013-09-18,261,2013-06-18 17:30:50.000000,2013-09-18 17:30:50.000000
1052,260/VII/AP,3,1,2,86,5,2014-10-23,2015-01-23,87,2014-10-23 17:30:50.000000,2015-01-23 17:30:50.000000
1053,260/VIII/AF,9,3,2,31,3,2011-11-26,2012-02-26,58,2011-11-26 17:30:50.000000,2012-02-26 17:30:50.000000
1054,260/VIII/AF,5,2,2,31,4,2013-12-30,2014-04-01,70,2013-12-30 17:30:50.000000,2014-04-01 17:30:50.000000
1055,260/VIII/AM,10,2,2,62,1,2011-10-07,2012-01-07,8,2011-10-07 17:30:50.000000,2012-01-07 17:30:50.000000
1056,261/IX/AK,5,2,3,33,5,2013-04-18,2013-07-19,1028,2013-04-18 17:30:50.000000,2013-07-19 17:30:50.000000
1057,261/IX/AO,9,5,2,37,5,2013-10-22,2014-01-22,635,2013-10-22 17:30:50.000000,2014-01-22 17:30:50.000000
1058,261/VI/AH,9,4,2,95,4,2015-06-23,2015-09-23,589,2015-06-23 17:30:50.000000,2015-09-23 17:30:50.000000
1059,261/X/AN,10,5,3,45,2,2013-09-18,2013-12-19,167,2013-09-18 17:30:50.000000,2013-12-19 17:30:50.000000
1060,261/XII/AM,2,1,2,20,2,2013-09-11,2013-12-12,482,2013-09-11 17:30:50.000000,2013-12-12 17:30:50.000000
1061,262/III/AN,9,1,2,36,1,2013-05-25,2013-08-25,399,2013-05-25 17:30:50.000000,2013-08-25 17:30:50.000000
1062,262/IX/AL,5,2,2,13,4,2010-09-20,2010-12-21,792,2010-09-20 17:30:50.000000,2010-12-21 17:30:50.000000
1063,264/IX/AN,5,4,2,43,4,2012-10-21,2013-01-21,639,2012-10-21 17:30:50.000000,2013-01-21 17:30:50.000000
1064,264/XII/AO,6,4,2,26,3,2014-12-30,2015-04-01,1480,2014-12-30 17:30:50.000000,2015-04-01 17:30:50.000000
1065,265/XII/AK,2,1,3,22,4,2012-12-21,2013-03-23,1521,2012-12-21 17:30:50.000000,2013-03-23 17:30:50.000000
1066,265/XII/AL,7,5,2,42,1,2013-10-24,2014-01-24,488,2013-10-24 17:30:50.000000,2014-01-24 17:30:50.000000
1067,265/XII/AO,4,4,2,140,4,2015-09-25,2015-12-26,1197,2015-09-25 17:30:50.000000,2015-12-26 17:30:50.000000
1068,267/VII/AG,10,3,2,23,3,2010-11-30,2011-03-02,611,2010-11-30 17:30:50.000000,2011-03-02 17:30:50.000000
1069,268/X/AJ,2,1,3,48,5,2014-04-23,2014-07-24,942,2014-04-23 17:30:50.000000,2014-07-24 17:30:50.000000
1070,268/X/AK,7,4,2,44,3,2012-05-14,2012-08-14,158,2012-05-14 17:30:50.000000,2012-08-14 17:30:50.000000
1071,268/XI/AM,7,3,2,44,1,2013-07-18,2013-10-18,923,2013-07-18 17:30:50.000000,2013-10-18 17:30:50.000000
1072,268/XI/AM,1,5,2,36,4,2013-08-23,2013-11-23,924,2013-08-23 17:30:50.000000,2013-11-23 17:30:50.000000
1073,268/XII/AL,8,2,3,79,4,2013-08-20,2013-11-20,964,2013-08-20 17:30:50.000000,2013-11-20 17:30:50.000000
1074,269/X/AK,6,3,2,17,4,2012-09-24,2012-12-25,384,2012-09-24 17:30:50.000000,2012-12-25 17:30:50.000000
1075,269/X/AK,1,3,2,17,5,2013-04-24,2013-07-25,394,2013-04-24 17:30:50.000000,2013-07-25 17:30:50.000000
1076,269/X/AK,1,3,2,17,4,2014-09-24,2014-12-25,417,2014-09-24 17:30:50.000000,2014-12-25 17:30:50.000000
1077,269/XI/AL,3,3,2,30,4,2013-05-25,2013-08-25,961,2013-05-25 17:30:50.000000,2013-08-25 17:30:50.000000
1078,27/I/AH,2,1,2,57,1,2011-06-15,2011-09-15,44,2011-06-15 17:30:50.000000,2011-09-15 17:30:50.000000
1079,27/II/AE,1,2,2,98,2,2011-12-16,2012-03-17,462,2011-12-16 17:30:50.000000,2012-03-17 17:30:50.000000
1080,27/II/AF,5,3,2,42,1,2012-03-20,2012-06-20,1004,2012-03-20 17:30:50.000000,2012-06-20 17:30:50.000000
1081,27/II/AG,4,1,3,16,4,2010-11-25,2011-02-25,68,2010-11-25 17:30:50.000000,2011-02-25 17:30:50.000000
1082,27/V/AG,4,4,3,68,3,2011-09-22,2011-12-23,284,2011-09-22 17:30:50.000000,2011-12-23 17:30:50.000000
1083,27/V/AH,2,2,4,48,3,2010-09-20,2010-12-21,1107,2010-09-20 17:30:50.000000,2010-12-21 17:30:50.000000
1084,270/II/AM,9,5,4,21,4,2014-06-23,2014-09-23,1189,2014-06-23 17:30:50.000000,2014-09-23 17:30:50.000000
1085,270/IX/AM,7,2,2,31,5,2015-09-21,2015-12-22,1362,2015-09-21 17:30:50.000000,2015-12-22 17:30:50.000000
1086,270/VIII/AI,2,4,2,70,5,2011-10-08,2012-01-08,40,2011-10-08 17:30:50.000000,2012-01-08 17:30:50.000000
1087,270/VIII/AI,8,5,2,70,5,2012-03-06,2012-06-06,135,2012-03-06 17:30:50.000000,2012-06-06 17:30:50.000000
1088,270/XII/AK,7,2,2,22,1,2013-04-24,2013-07-25,1437,2013-04-24 17:30:50.000000,2013-07-25 17:30:50.000000
1089,271/VIII/AM,10,3,2,68,1,2011-10-25,2012-01-25,91,2011-10-25 17:30:50.000000,2012-01-25 17:30:50.000000
1090,272/VIII/AI,3,1,2,33,3,2015-08-17,2015-11-17,103,2015-08-17 17:30:50.000000,2015-11-17 17:30:50.000000
1091,272/VIII/AM,9,4,2,44,3,2011-10-01,2012-01-01,174,2011-10-01 17:30:50.000000,2012-01-01 17:30:50.000000
1092,272/X/AK,8,4,2,30,2,2012-10-25,2013-01-25,1302,2012-10-25 17:30:50.000000,2013-01-25 17:30:50.000000
1093,272/XII/AJ,7,2,3,22,2,2010-09-25,2010-12-26,982,2010-09-25 17:30:50.000000,2010-12-26 17:30:50.000000
1094,273/IX/AO,1,2,2,62,5,2013-11-24,2014-02-24,670,2013-11-24 17:30:50.000000,2014-02-24 17:30:50.000000
1095,273/VIII/AM,5,5,2,197,1,2015-09-03,2015-12-04,111,2015-09-03 17:30:50.000000,2015-12-04 17:30:50.000000
1096,276/IX/AI,6,1,2,65,2,2012-04-21,2012-07-22,992,2012-04-21 17:30:50.000000,2012-07-22 17:30:50.000000
1097,276/VI/AN,2,1,2,19,3,2013-09-20,2013-12-21,1494,2013-09-20 17:30:50.000000,2013-12-21 17:30:50.000000
1098,277/VIII/AK,6,5,2,34,3,2010-12-02,2011-03-04,624,2010-12-02 17:30:50.000000,2011-03-04 17:30:50.000000
1099,277/VIII/AP,7,3,2,55,3,2015-08-24,2015-11-24,24,2015-08-24 17:30:50.000000,2015-11-24 17:30:50.000000
1100,278/IX/AN,3,1,2,49,1,2012-11-23,2013-02-23,1114,2012-11-23 17:30:50.000000,2013-02-23 17:30:50.000000
1101,278/VIII/AM,8,3,2,22,3,2013-01-24,2013-04-26,977,2013-01-24 17:30:50.000000,2013-04-26 17:30:50.000000
1102,278/X/AK,10,3,2,16,1,2013-08-19,2013-11-19,1019,2013-08-19 17:30:50.000000,2013-11-19 17:30:50.000000
1103,279/VI/AM,2,2,3,25,4,2015-04-22,2015-07-23,425,2015-04-22 17:30:50.000000,2015-07-23 17:30:50.000000
1104,279/XII/AH,5,1,2,20,3,2013-07-20,2013-10-20,994,2013-07-20 17:30:50.000000,2013-10-20 17:30:50.000000
1105,28/II/AM,3,2,3,170,5,2015-08-25,2015-11-25,1265,2015-08-25 17:30:50.000000,2015-11-25 17:30:50.000000
1106,28/II/AM,4,1,2,23,1,2014-10-25,2015-01-25,1512,2014-10-25 17:30:50.000000,2015-01-25 17:30:50.000000
1107,28/II/AO,5,2,3,67,5,2015-07-25,2015-10-25,1167,2015-07-25 17:30:50.000000,2015-10-25 17:30:50.000000
1108,28/III/AF,3,1,2,42,1,2010-09-21,2010-12-22,744,2010-09-21 17:30:50.000000,2010-12-22 17:30:50.000000
1109,28/IV/AH,8,1,2,24,4,2010-09-24,2010-12-25,1082,2010-09-24 17:30:50.000000,2010-12-25 17:30:50.000000
1110,28/V/AG,2,2,3,7,1,2012-03-22,2012-06-22,987,2012-03-22 17:30:50.000000,2012-06-22 17:30:50.000000
1111,280/IX/AI,1,5,4,26,1,2013-05-25,2013-08-25,359,2013-05-25 17:30:50.000000,2013-08-25 17:30:50.000000
1112,280/IX/AL,2,4,3,63,2,2010-12-22,2011-03-24,1115,2010-12-22 17:30:50.000000,2011-03-24 17:30:50.000000
1113,280/XI/AI,7,4,3,61,5,2013-05-25,2013-08-25,397,2013-05-25 17:30:50.000000,2013-08-25 17:30:50.000000
1114,281/VII/AL,2,4,2,68,5,2014-07-20,2014-10-20,867,2014-07-20 17:30:50.000000,2014-10-20 17:30:50.000000
1115,281/VII/AL,3,1,2,68,5,2014-11-25,2015-02-25,868,2014-11-25 17:30:50.000000,2015-02-25 17:30:50.000000
1116,281/VII/AN,9,3,2,68,5,2012-04-16,2012-07-17,885,2012-04-16 17:30:50.000000,2012-07-17 17:30:50.000000
1117,281/VIII/AP,7,5,3,19,3,2014-11-22,2015-02-22,129,2014-11-22 17:30:50.000000,2015-02-22 17:30:50.000000
1118,281/X/AK,3,4,2,133,2,2012-07-18,2012-10-18,1490,2012-07-18 17:30:50.000000,2012-10-18 17:30:50.000000
1119,283/VIII/AJ,9,5,2,37,2,2010-12-14,2011-03-16,819,2010-12-14 17:30:50.000000,2011-03-16 17:30:50.000000
1120,283/X/AO,1,1,2,14,5,2015-01-16,2015-04-18,1340,2015-01-16 17:30:50.000000,2015-04-18 17:30:50.000000
1121,284/VII/AQ,8,3,2,28,2,2015-08-22,2015-11-22,961,2015-08-22 17:30:50.000000,2015-11-22 17:30:50.000000
1122,284/VIII/AG,5,5,4,33,1,2010-09-20,2010-12-21,889,2010-09-20 17:30:50.000000,2010-12-21 17:30:50.000000
1123,284/VIII/AG,2,2,4,33,1,2010-10-05,2011-01-03,890,2010-10-05 17:30:50.000000,2011-01-03 17:30:50.000000
1124,284/VIII/AG,8,5,4,33,1,2010-12-17,2011-03-19,891,2010-12-17 17:30:50.000000,2011-03-19 17:30:50.000000
1125,284/X/AM,6,5,2,58,5,2013-07-22,2013-10-22,728,2013-07-22 17:30:50.000000,2013-10-22 17:30:50.000000
